person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G
2.4587384048593157,-0.539840763992821,3.1865030411817092,-0.2516155258692754,-0.524615284349332,0.09730832296175396,0,2.26454079031563,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-0.11760514265358467,0.28159300854673974,1.0154744503279582,0.07082521691849772,-0.4282537700118882,-0.3795377694956717,0,0.7858900839245208,False,False,True,True,False,False,False,False,True,False,False,False,False,False
-0.9227125012513661,0.6790609630013659,-0.9143287415420426,-1.1383275685356513,0.6876747347346363,-1.3332299544105233,0,-0.9392024068651066,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.136695461420203,3.8588045986383746,-0.9143287415420426,-0.3322257115662186,-1.547290710704782,-1.2378607359190381,0,2.018099005917112,False,False,True,False,False,False,True,False,False,False,False,False,False,False
-0.11760514265358467,-0.7783215366655967,0.7742490513442082,0.3932659597062708,-0.34121756351355226,1.6232158188255168,0,0.5394482995260026,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1.492609574541978,4.123783234941459,-1.1555541405257928,3.262988570517451,-0.34121756351355226,-0.2841685510041865,0,2.7574243591126666,False,False,True,True,False,False,False,False,True,False,False,False,False,False
1.0095451593833091,-0.8578151275565219,-1.1555541405257928,-0.8158868257478783,-1.3638929898690022,-0.2841685510041865,0,0.04656473072896615,False,False,True,False,False,True,False,False,False,False,False,False,False,False
-0.43964808609269723,-0.4603471731018957,0.050572854392957854,0.13531336547605233,0.14991531601277333,0.47878519692769467,0,-0.9392024068651066,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2.2977169331397596,-0.24020292206129348,0.7742490513442082,-1.2189377542325945,0.14991531601277333,-1.2378607359190381,0,2.26454079031563,False,True,False,False,False,False,False,True,True,False,False,False,False,False
1.6536310462615342,-1.2097067565670176,-1.1555541405257928,-0.5740562686570484,1.5487114918788905,1.4324773818425462,0,1.5252154371200752,False,False,True,False,False,False,False,True,False,False,True,False,False,False
-0.43964808609269723,-1.0047987771138427,0.29179825337670795,-0.3805918229843846,0.2183009068328948,0.9556312893851205,0,-0.4463188380680702,False,False,False,False,False,True,False,False,True,False,False,False,False,False
-0.43964808609269723,-0.7836211093916583,,-0.017845987348139875,-1.5597244544902586,0.9556312893851205,0,-0.4463188380680702,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.9227125012513661,-0.48684503673220414,-0.9143287415420426,-0.5418121943782711,,-0.3795377694956717,0,-0.4463188380680702,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1.6536310462615342,-0.34100079531098665,-0.43187794357454234,0.151435402615441,0.47319265443516456,0.28804675994472445,0,2.7574243591126666,False,False,True,False,False,False,False,True,False,True,False,False,False,False
-0.9227125012513661,0.9440395993044499,-1.1555541405257928,1.6830289308573632,0.25560213818932437,0.28804675994472445,0,-0.9392024068651066,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.43964808609269723,0.884419406136256,1.0154744503279582,1.6830289308573632,1.9838925243705714,0.0019391044702689816,1,-0.6927606224665884,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1.1705666311028655,-0.6458322185140546,3.1865030411817092,-0.3805918229843846,-0.0925426878040201,0.09730832296175396,0,-0.19987705366955205,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.04341632906597159,1.7389755082137022,-1.1555541405257928,-0.09039515447538882,-0.9349288292700597,-0.9517530804445826,0,0.04656473072896615,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.04341632906597159,-0.11587494590788641,0.29179825337670795,0.8769270738879305,0.30533711333123076,0.7648928524021501,0,0.04656473072896615,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.36545927250508414,-0.11587494590788641,1.7391506472792087,-1.1383275685356513,0.522927629577071,-1.2378607359190381,0,0.2930065151274843,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.36545927250508414,-1.0433001729686808,1.2566998493117083,-0.5095681200994938,-1.087242190642148,0.8602620708936354,0,0.5394482995260026,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.11760514265358467,-0.6882288003225481,-0.6731033425582925,-0.4128358972631619,-1.087242190642148,0.09730832296175396,0,0.04656473072896615,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.848523687663753,-0.539840763992821,-0.43187794357454234,-1.1020529849720269,0.36439739631224444,-1.0471222989360678,0,0.2930065151274843,False,False,True,False,True,False,False,False,True,False,False,False,False,False
-0.9227125012513661,-0.48684503673220414,-0.19065254459079226,0.23204558831238425,-1.0934590625348863,0.6695236339106648,0,-0.4463188380680702,False,False,True,False,False,False,True,False,False,False,False,False,False,False
-0.7616910295318098,-0.9108108548171386,0.29179825337670795,0.07082521691849772,-1.0406156514466107,1.5278466003340314,0,-0.6927606224665884,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.941802820017984,-0.11587494590788641,-0.9143287415420426,-0.735276640050935,0.22140934277926388,-0.8563838619530975,0,1.7716572215185935,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-0.27862661437314096,0.06431052677821077,-1.1555541405257928,-1.1383275685356513,0.14991531601277333,-1.2378607359190381,0,-0.4463188380680702,False,False,False,False,False,False,True,False,True,False,False,False,False,False
-1.0837339729709223,0.6140617035162194,-0.6731033425582925,0.3932659597062708,-1.5597244544902586,-0.2841685510041865,0,-0.9392024068651066,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.5264807442246404,-0.34587640221896343,-0.9143287415420426,-0.735276640050935,0.29912024143849264,-0.6656454249701271,1,0.7858900839245208,False,True,False,False,False,True,False,False,False,True,False,False,False,False
-0.7616910295318098,-0.5133429003625125,0.050572854392957854,-0.3322257115662186,1.355988463204003,0.0019391044702689816,1,-0.4463188380680702,False,False,True,True,False,False,False,False,False,False,True,False,False,False
0.20443780078552787,-0.22186640042912006,-1.1555541405257928,-0.2516155258692754,,-0.2841685510041865,1,-0.19987705366955205,False,False,True,False,False,False,True,False,False,False,True,False,False,False
-1.0837339729709223,-0.3278578549503537,0.050572854392957854,-0.4128358972631619,0.765385633393865,-0.3795377694956717,0,-0.6927606224665884,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-0.7616910295318098,-0.3279638464048749,-1.1555541405257928,-0.9932292342811535,2.0429528073515844,-0.9517530804445826,0,-0.4463188380680702,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0.36545927250508414,-0.02048263683877614,0.5330236523604581,-0.735276640050935,-0.19201263808783295,-0.8563838619530975,0,0.5394482995260026,False,False,True,False,False,False,True,False,True,False,False,False,False,False
-0.7616910295318098,-0.11587494590788641,,1.038147445281817,-1.0934590625348863,0.9556312893851205,0,-0.6927606224665884,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.43964808609269723,0.41408232669828177,-1.1555541405257928,-0.09039515447538882,,-0.5702762064786421,0,-0.9392024068651066,False,False,True,True,False,False,False,False,False,True,False,False,False,False
0.04341632906597159,1.7389755082137022,-0.6731033425582925,0.3932659597062708,0.7902531209648181,-0.7610146434616124,1,0.5394482995260026,False,False,False,False,True,False,False,False,False,False,True,False,False,False
-0.43964808609269723,0.3079848807225269,1.0154744503279582,0.07082521691849772,0.30533711333123076,-0.3795377694956717,0,-0.6927606224665884,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.43964808609269723,-0.11587494590788641,-0.19065254459079226,0.038581142639720414,,-0.09343011402121626,0,-0.9392024068651066,False,False,True,True,False,False,False,False,False,False,False,False,False,False
-0.27862661437314096,-0.24836426405942846,-0.6731033425582925,0.28041169973055025,-1.1556277814622693,0.3834159784362094,0,-0.4463188380680702,False,False,False,False,False,True,False,False,False,False,False,False,False,False
